"Ville","Région Belgique","Response","Sandwicherie p1","Distance to Tournai","Distance à Tournai","Distance à Tournai Distance","Write to Other Table"
"Viesville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. des Combattants 8, 6230 Pont-à-Celles,BEL",,,"Created 10 records in table ""Full_Table"""
"Vieux-Genappe","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Nivelles 26, 1472 Genappe,BEL",,,"Created 10 records in table ""Full_Table"""
"Vieuxville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte du Pâlogne 6, 4190 Ferrières,BEL",,,"Created 10 records in table ""Full_Table"""
"Vieux-Waleffe","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Les Waleffes, Rue Basse l'Adresse 4, 4317 Faimes,BEL",,,"Created 10 records in table ""Full_Table"""
"Villance","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Commerce 48, 6890 Libin,BEL",,,"Created 10 records in table ""Full_Table"""
"Ville-en-Hesbaye","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Huy 103C, 4280 Hannut,BEL",,,"Created 10 records in table ""Full_Table"""
"Ville-Pommeroeul","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare 29A, 7322 Bernissart,BEL",,,"Created 10 records in table ""Full_Table"""
"Villerot","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Jules Taulet 2, 7334 Saint-Ghislain,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-aux-Tours","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Village 61, 4161 Anthisnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Deux-Eglises","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Pisselotte 22, 5630 Cerfontaine,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Devant-Orval","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Orval, 6823 Florenville,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-en-Fagne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. d'Armes 18, 5600 Philippeville,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-la-Bonne-Eau","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Remoifosse 4, 6600 Bastogne,BEL",,,"Created 4 records in table ""Full_Table"""
"Villers-la-Loue","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Firmin Lepage 37, 6769 Meix-devant-Virton,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-la-Tour","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Entrée Csf, Bd Louise 18, 6460 Chimay,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-la-Ville","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Av. Arsène Tournay 22, 1495 Villers-la-Ville,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-le-Bouillet","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Waremme 100, 4530 Villers-le-Bouillet,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-le-Gambon","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. d'Armes 18, 5600 Philippeville,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-le-Peuplier","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Huy 103C, 4280 Hannut,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-le-Temple","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte du Condroz 131/1, 4550 Nandrin,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-l'Evêque","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Bruxelles 40, 4342 Awans,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-lez-Heest","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Louvain 917, 5022 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Notre-Dame","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Bruxelles 60, 7800 Ath,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Perwin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de l'Escaille 23, 6210 Les Bons Villers,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Poterie","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. du Perron 2, 6280 Gerpinnes,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Saint-Amand","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Station 13, 6220 Fleurus,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Sainte-Gertrude","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Coreux 9, 6941 Durbuy,BEL",,,"Created 1 records in table ""Full_Table"""
"Villers-Saint-Ghislain","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. du Roi Baudouin 360, 7031 Mons,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-Saint-Siméon","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue d'Ans 60, 4000 Liège,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-sur-Lesse","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Bief 1, 5580 Rochefort,BEL",,,"Created 10 records in table ""Full_Table"""
"Villers-sur-Semois","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Moulin 74, 6740 Étalle,BEL",,,"Created 10 records in table ""Full_Table"""
"Ville-sur-Haine (Le Roeulx)","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. de la Wanze 17, 7070 Le Rœulx,BEL",,,"Created 10 records in table ""Full_Table"""
"Vilvoorde","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vinalmont","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Wavre 29/1, 4520 Wanze,BEL",,,"Created 10 records in table ""Full_Table"""
"Vinderhoute","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vinkem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vinkt","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Virelles","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Virelles 18A, 6460 Chimay,BEL",,,"Created 10 records in table ""Full_Table"""
"Virginal-Samme","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Moulin-à-Vent 10, 1460 Ittre,BEL",,,"Created 10 records in table ""Full_Table"""
"Viroinval","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Bassidaine 4, 5670 Viroinval,BEL",,,"Created 10 records in table ""Full_Table"""
"Virton","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Fbg d'Arival 25, 6760 Virton,BEL",,,"Created 10 records in table ""Full_Table"""
"Visé","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Av. du Pont 19, 4600 Visé,BEL",,,"Created 10 records in table ""Full_Table"""
"Vissenaken","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vitrival","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Charleroi 103, 5070 Fosses-la-Ville,BEL",,,"Created 10 records in table ""Full_Table"""
"Vivegnis","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Pierre Michaux 55, 4683 Oupeye,BEL",,,"Created 10 records in table ""Full_Table"""
"Vivy","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Saint-Roch 16A, 6850 Paliseul,BEL",,,"Created 10 records in table ""Full_Table"""
"Vladslo","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlamertinge","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlekkem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vleteren","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlezenbeek","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vliermaal","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vliermaalroot","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlierzele","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlijtingen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlimmeren","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vlissegem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vloesberg","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Houppe 9a, 7880 Flobecq,BEL",,,"Created 10 records in table ""Full_Table"""
"Vodecée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. d'Armes 18, 5600 Philippeville,BEL",,,"Created 10 records in table ""Full_Table"""
"Vodelée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Mariembourg 39b, 5600 Philippeville,BEL",,,"Created 10 records in table ""Full_Table"""
"Voeren","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vogenée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Barrages 62, 5650 Walcourt,BEL",,,"Created 10 records in table ""Full_Table"""
"Volkegem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vollezele","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vonêche","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Dinant 4, 5570 Beauraing,BEL",,,"Created 2 records in table ""Full_Table"""
"Voorde","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Voormezele","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Voort","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Voroux-Goreux","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grande route 64 4347 voroux-goreux, 4347 Fexhe-le-Haut-Clocher,BEL",,,"Created 5 records in table ""Full_Table"""
"Voroux-lez-Liers","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue d'Ans 60, 4000 Liège,BEL",,,"Created 10 records in table ""Full_Table"""
"Vorselaar","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vorsen","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vorst","bruxelles-capitale","bruxelles-capitale",,"https://fr.distance.to/Tournai,BEL/",,,
"Vorst (Kempen)","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vosselaar","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vosselare","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vossem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vottem","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Alouettes 130, 4041 Herstal,BEL",,,"Created 10 records in table ""Full_Table"""
"Vrasene","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vremde","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vreren","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vresse-sur-Semois","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Albert Raty 73, 5550 Vresse-sur-Semois,BEL",,,"Created 10 records in table ""Full_Table"""
"Vroenhoven","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vucht","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vurste","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Vyle-et-Tharoul","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Pont de Vyle 1, 4570 Marchin,BEL",,,"Created 10 records in table ""Full_Table"""
"Waanrode","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waarbeke","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waardamme","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waarloos","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waarmaarde","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waarschoot","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waasmont","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waasmunster","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waasten","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare 27, 7780 Comines-Warneton,BEL",,,"Created 10 records in table ""Full_Table"""
"Wachtebeke","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Wadelincourt","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Ecoles 1, 7971 Beloeil,BEL",,,"Created 10 records in table ""Full_Table"""
"Wagnelée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Station 13, 6220 Fleurus,BEL",,,"Created 10 records in table ""Full_Table"""
"Waha","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Rochefort 116, 6900 Marche-en-Famenne,BEL",,,"Created 10 records in table ""Full_Table"""
"Waillet","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rte de Marche 6, 5377 Somme-Leuze,BEL",,,"Created 10 records in table ""Full_Table"""
"Waimes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pl. de l'Eglise 14, 4950 Waimes,BEL",,,"Created 10 records in table ""Full_Table"""
"Wakken","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Walcourt","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue des Barrages 62, 5650 Walcourt,BEL",,,"Created 10 records in table ""Full_Table"""
"Walem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Walhain","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand Rue 46, 1457 Walhain,BEL",,,"Created 10 records in table ""Full_Table"""
"Walhain-Saint-Paul","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Grand Rue 46, 1457 Walhain,BEL",,,"Created 10 records in table ""Full_Table"""
"Walhorn","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Ketteniserstraße 49, 4711 Lontzen,BEL",,,"Created 10 records in table ""Full_Table"""
"Walsbets","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Walshoutem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waltwilder","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Wambeek","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Wancennes","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Dinant 4, 5570 Beauraing,BEL",,,"Created 10 records in table ""Full_Table"""
"Wandre","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Pont de Wandre 75, 4020 Liège,BEL",,,"Created 10 records in table ""Full_Table"""
"Wanfercée-Baulet","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Station 13, 6220 Fleurus,BEL",,,"Created 10 records in table ""Full_Table"""
"Wange","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Wangenies","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Station 13, 6220 Fleurus,BEL",,,"Created 10 records in table ""Full_Table"""
"Wanlin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Autoroute(E411 Wanlin) 1, 5564 Houyet,BEL",,,"Created 4 records in table ""Full_Table"""
"Wanne","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Aisomont 70b, 4980 Trois-Ponts,BEL",,,"Created 10 records in table ""Full_Table"""
"Wannebecq","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue César Despretz 56, 7860 Lessines,BEL",,,"Created 10 records in table ""Full_Table"""
"Wannegem-Lede","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Wansin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de Huy 103C, 4280 Hannut,BEL",,,"Created 10 records in table ""Full_Table"""
"Wanze","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Wavre 29/1, 4520 Wanze,BEL",,,"Created 10 records in table ""Full_Table"""
"Wanzele","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Warchin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Royale 82, 7500 Tournai,BEL",,,"Created 10 records in table ""Full_Table"""
"Warcoing","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Royale 115, 7740 Pecq,BEL",,,"Created 10 records in table ""Full_Table"""
"Wardin","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue du Sablon 209, 6600 Bastogne,BEL",,,"Created 10 records in table ""Full_Table"""
"Waregem","flandres","flandres",,"https://fr.distance.to/Tournai,BEL/",,,
"Waret-la-Chaussée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Namur 449, 5310 Éghezée,BEL",,,"Created 2 records in table ""Full_Table"""
"Waret-l'Evêque","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Constant Dozo 1, 5380 Fernelmont,BEL",,,"Created 8 records in table ""Full_Table"""
"Warisoulx","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Louvain 917, 5022 Namur,BEL",,,"Created 10 records in table ""Full_Table"""
"Warnant","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Chau. de Dinant 73, 5537 Anhée,BEL",,,"Created 10 records in table ""Full_Table"""
"Warnant-Dreye","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Sauvenière 17, 4530 Villers-le-Bouillet,BEL",,,"Created 10 records in table ""Full_Table"""
"Warneton","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue de la Gare 4, 7780 Comines-Warneton,BEL",,,"Created 10 records in table ""Full_Table"""
"Warquignies","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Pavé de Warquignies 68, 7340 Colfontaine,BEL",,,"Created 10 records in table ""Full_Table"""
"Warsage","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Joseph Muller 43, 4608 Dalhem,BEL",,,"Created 8 records in table ""Full_Table"""
"Warzée","wallonie","wallonie","Status Code: 200","https://fr.distance.to/Tournai,BEL/Rue Sauvenière 57, 4590 Ouffet,BEL",,,"Created 10 records in table ""Full_Table"""
